publication_date;update_date;location;title;vehicles_involved;casualties;injured;reason;sequence_of_actions;district
20230114;NA;NA;3 motorcyclists dead in Jhenaidah road crashes;motorcycle, truck;[];[];Reckless driving and negligence by the truck and bus drivers led to the fatal accidents.;1. Shakil Hossain and Rakib Hossain Rocky were riding a motorcycle to Jhenaidah Sadar. 2. A truck loaded with bricks hit their motorcycle at Koiargachi on Jhenidah-Jashore highway. 3. Shakil Hossain and Rakib Hossain Rocky were killed on the spot. 4. Tushar Biswas was hit by a bus of Golden Line Paribahan while riding his motorcycle and later succumbed to his injuries at the upazila health complex. ;Unknown District
20230111;NA;Tangail;3 dead as train rams into auto-rickshaw in Tangail;train;[];['one'];Unmanned level crossing on the railway track.;Sequence of actions: 1. A train rammed into an auto-rickshaw at an unmanned level crossing in Tangail's Bhuapur upazila. 2. Two women and a child were killed on the spot. 3. 5 others were injured in the accident.  Reason: ;Tangail District
20230117;NA;Sirajganj;2 killed in Sirajganj road crash;;['Two'];[];Collision between vehicles on the road.;1. Battery-run auto-rickshaw hit a motorbike and a human hauler coming from opposite direction. 2. One person died on the spot and four others were injured. 3. Injured were taken to the hospital where one more person was declared dead. 4. A case was filed in connection with the accident. ;Sirajganj District
20230117;20230117;Shariatpur;Patient among 6 dead as ambulance crashes into truck in Shariatpur;truck;[];[];Ambulance driver rammed into the truck loaded with LPG from behind.;1. Ambulance crashes into a speeding truck loaded with liquefied petroleum gas. ;Shariatpur District
20230108;NA;Dhaka;Youth dies after being hit by truck in Dhaka’s Rayerbazar;car, truck;['one'];[];The accident occurred as the truck hit the rickshaw van.;1. The truck hit the rickshaw van 2. Rabbi fell from the van 3. Rabbi was crushed under the wheels of the truck 4. Rabbi was declared dead at Dhaka Medical College and Hospital ;Dhaka District
20230111;NA;Dhaka;60-year-old woman killed in Dhaka's Elephant Road as bus hits her;car;['one'];[];The accident happened because a speeding bus hit Rokeya Begum while she was trying to get on another bus.;1. Rokeya Begum came out from the house to catch a bus at Elephant Road BATA Signal. 2. Rokeya was hit by a speeding bus of Malanch Paribahan as she was trying to get on a bus. 3. Rokeya died on the spot due to the accident. 4. Rokeya's body was taken to the DMCH morgue for postmortem. ;Dhaka District
20230110;20230110;Rangpur;3 dead, 10 injured as 2 buses collide head-on in Rangpur;buses;['one'];[];Head-on collision between two buses.;Sequence of actions: 1. A Rangpur-bound bus of Tripti Paribahan collided head-on with another bus of Saimon Exclusive Paribahan in Doalipara area. 2. Two people died on the spot and 10 were injured in the collision. 3. Another person died at the hospital while undergoing treatment. ;Unknown District
20230107;20230107;Habiganj;3 family members among 5 dead in accident involving truck, pick-up and microbus on Dhaka-Sylhet highway;microbus, truck;[];[];The accident occurred due to one vehicle trying to overtake another on the highway.;1. A Moulvibazar-bound microbus collided head-on with a pick-up and a truck 2. The pick-up was trying to overtake the truck 3. Microbus driver and four passengers were killed on the spot 4. The injured were rushed to the hospital ;Habiganj District
20230112;20230112;NA;One killed, 3 injured in Dinajpur road accident;car, truck, trucks;[];[];Head-on collision between two trucks;1. Collision between two trucks at Uchitpur in Chirirbandar of Dinajpur district 2. Naogaon bound paddy-carrying truck collided head on with a coal-laden truck 3. One dead on the spot and three others injured 4. Injured taken to a local hospital ;Unknown District
20230113;NA;Natore;2 killed, 4 hurt in Natore road crashes;microbus;['one'];[];The accidents happened due to reckless driving and speeding on the road.;1. A tanker hit a rickshaw van 2. Parul Begum and other passengers of the van were rushed to the hospital 3. Hanif was ran over by a speeding microbus 4. Parul Begum and Hanif were killed in the accidents ;Natore District
20230101;NA;Narail;Narail boat capsize: Death toll rises to 4;;[];[];Boat capsized due to overcrowding, leading to loss of balance and subsequent drowning.;1. Boat with 17 people on board capsized around 8:30 pm while heading towards Bahirdanga from Baghbari of Kalia municipality. 2. Two people drowned and five others went missing after the boat capsized. 3. Bodies of Labu, 32, and Khanze Sheikh, 55, were recovered from the Nabaganga River in Kalia upazila. 4. Ten people managed to swim to shore, while efforts are ongoing to find the others who went missing. ;Mymensingh District
20221230;NA;Keraniganj;Two friends die as their motorcycle spins out of control in Keraniganj;;['Two'];[];The accident occurred because the rider lost control of the bike.;1. Two teenagers were returning from Mawa Ghat on a bike at midnight. 2. The rider lost control of the bike. 3. The bike crashed into a roadside railing. 4. Anik and Shawon were rushed to Dhaka Medical College Hospital but succumbed to their injuries. ;Dhaka District
20230101;20230101;Narayanganj;Motorcyclist killed in N’ganj road crash;;[];[];The accident occurred due to a road collision.;Sequence of actions: 1. Jewel Chowdhury was heading towards Narayanganj from Noakhali. 2. Jewel was critically injured in a road accident at Mouchak in Siddhirganj upazila. 3. Jewel was taken to Dhaka Medical College and Hospital. 4. Jewel succumbed to his injuries around 11:30 am.  Reason:;Narayanganj District
20230107;20230107;Cox’s Bazar;1 dead, 7 injured as tourist vehicle overturns on Cox’s Bazar Marine Drive;car;['one'];['one'];The accident occurred due to the driver losing control of the vehicle.;1. The driver of the vehicle carrying tourists lost control of the wheels. 2. The vehicle overturned on Marine Drive near Himchari police station. 3. Momotaz Begum died on the way to the hospital. 4. The injured tourists were rescued and sent to Cox’s Bazar District Sadar Hospital. ;Cox's Bazar District
20230102;20230102;Dhaka;Workplace accidents: 1034 workers died in 2022;;['1034', '135'];[];Lack of proper safety measures and protocols in place led to workplace accidents and fatalities.;1. 1034 workers died in workplace accidents while 1,037 others were injured across Bangladesh in 2022 2. 135 workers died due to 'repression' at work, and 155 others were injured 3. 196 incidents of workers' unrest, with 115 in the apparel sector 4. 499 casualties, or 48% of deaths, happened in the transport sector ;Dhaka District
20230102;20230102;Jashore;JUST student among 3 killed as truck rams rickshaw van;truck;['two'];[];The accident occurred due to a speeding truck crashing into the rickshaw van.;1. The van was traveling on Jashore-Chougachha Road with three passengers. 2. A speeding truck of the Bangladesh Agricultural Development Corporation (BADC) crashed into the van at Amin Brick Kiln around 4:15pm. 3. Three people, including a student of JUST, were killed in the accident.;Jashore District
20230102;NA;Narail;Narail boat capsize: Death toll climbs to 5;;[];[];Boat capsized due to unknown factors.;1. Boat with 17 people onboard capsized while heading towards Bahirdanga from Baghbari of Kalia municipality at 8:30 pm.  2. Two people drowned and five others went missing as a result of the boat capsizing.  3. The bodies of Labu and Khanze Sheikh were recovered on Sunday.  4. The death toll rose to five with the recovery of Royel Par's body on Monday. ;Mymensingh District
20221229;20221229;Sirajganj;1 killed, 27 hurt as train hits bus in Sirajganj;train;['one'];['one'];The accident occurred due to the bus trying to pass the level crossing hurriedly amid dense fog while the gateman was absent.;1. The bus from Thakurgaon tries to pass a level crossing hurriedly amid dense fog. 2. The train 'Padma Express' from Dhaka hits the bus at the level crossing near Shaheed Mansur Ali Station. 3. The gateman is found absent at the level crossing when the accident occurs. 4. One person is killed on the spot and 27 others are injured in the accident. ;Sirajganj District
20230102;20230102;Dhaka;Bangladesh sees 9,951 road accident deaths in 2022, highest in 8yrs: Report;;['10,858', '550'];['12,875', '201', '318'];4. The number of road accidents and deaths is increasing due to irregularities, corruption and lack of accountability of the agencies responsible for ensuring road safety.;1. Reckless driving, risky overtaking, dilapidated roads, unfit vehicles, unskilled drivers, using mobile phones or headphones while driving and lack of awareness among road users were cited as main reasons behind road crashes. 2. Irregularities, corruption and lack of accountability of the agencies responsible for ensuring road safety. 3. Deaths in road crashes saw a rise by 27.43 percent in 2022 than that of 2021.;Dhaka District
20230103;NA;Dhaka;Life insurance official cushed under train in Khilgaon;train;['one'];[];The accident happened because Md Saidul Alam was walking between two railway lines and fell between two trains.;1. Md Saidul Alam was walking between two railway lines. 2. He and two pedestrians fell between a train bound for Kamalapur and another train leaving from Kamalapur. 3. Md Saidul Alam got crushed under a speeding train. 4. He was pronounced dead at Dhaka Medical College Hospital. ;Dhaka District
20221217;20221217;NA;4 killed in road accidents yesterday in Gazipur;;['one', 'two'];[];The accidents happened due to speeding vehicles on the highways.;1. Zakir Hossain and Abu Tayeb Moon were riding a motorbike at the Chourasta area of Gazipur. 2. A speeding bus hit the motorbike they were on. 3. Zakir Hossain and Abu Tayeb Moon were killed on the spot. 4. Two more victims were run over by an unidentified vehicle on Dhaka-Tangail highway. ;Unknown District
20221224;20221224;Dhaka;Road accidents in Kurigram, Savar leave 5 killed, 5 injured;truck;['5', 'three', 'two'];[];Lack of control over the vehicle and sudden braking caused the accidents.;1. A dhaka-bound bus of Aman Paribahan lost control and hit an auto-rickshaw and a nearby grocery store. 2. The accident left the passenger of the auto-rickshaw and a passerby dead on the spot. 3. Shiriful Islam, a tractor helper, fell off the tractor as the driver suddenly hit the brake. 4. Shiriful was run over by a truck. ;Dhaka District
